date,region,state_po,candidate,party,voteshare,candidatevotes,totalvotes,ev,version
11/5/2024,New Mexico,NM,Kennedy,independent,1.0345428810605988,9553,923403,,JJCooley
11/5/2024,New Mexico,NM,Oliver,libertarian,0.40556506747324844,3745,923403,,JJCooley
11/5/2024,New Mexico,NM,Trump,republican,45.85116141056505,423391,923403,,JJCooley
11/5/2024,Nevada,NV,Harris,democratic,47.49313057299103,705197,1484840,,JJCooley
11/5/2024,Nevada,NV,None,independent,1.3216912259906792,19625,1484840,,JJCooley
11/5/2024,Nevada,NV,Oliver,libertarian,0.40805743379758086,6059,1484840,,JJCooley
11/5/2024,Nevada,NV,Trump,republican,50.5916462379785,751205,1484840,,JJCooley
11/5/2024,New York,NY,Harris,democratic,55.90557089595818,4619195,8262495,,JJCooley
11/5/2024,New York,NY,Trump,republican,43.31499141603111,3578899,8262495,,JJCooley
11/5/2024,Ohio,OH,Harris,democratic,43.92843495634722,2533699,5767788,,JJCooley
11/5/2024,Ohio,OH,Oliver,libertarian,0.4889222696812019,28200,5767788,,JJCooley
11/5/2024,Ohio,OH,Trump,republican,55.13579902728741,3180116,5767788,,JJCooley
11/5/2024,Oklahoma,OK,Harris,democratic,31.89934956099997,499599,1566173,,JJCooley
11/5/2024,Oklahoma,OK,Kennedy,independent,1.0228755060903234,16020,1566173,,JJCooley
11/5/2024,Oklahoma,OK,Oliver,libertarian,0.5872914422608485,9198,1566173,,JJCooley
11/5/2024,Oklahoma,OK,Trump,republican,66.16210342024796,1036213,1566173,,JJCooley
11/5/2024,Oregon,OR,Harris,democratic,55.273061666933245,1240600,2244493,,JJCooley
11/5/2024,Oregon,OR,Stein,green,0.8509271358832485,19099,2244493,,JJCooley
11/5/2024,Oregon,OR,West,independent,0.25145990653568534,5644,2244493,,JJCooley
11/5/2024,Oregon,OR,Kennedy,independent,1.502922931815782,33733,2244493,,JJCooley
11/5/2024,Oregon,OR,Oliver,libertarian,0.4036991872997599,9061,2244493,,JJCooley
11/5/2024,Oregon,OR,Trump,republican,40.96604444745428,919480,2244493,,JJCooley
11/5/2024,Pennsylvania,PA,Harris,democratic,48.66280572391539,3423042,7034206,,JJCooley
11/5/2024,Pennsylvania,PA,Stein,green,0.4910006900565608,34538,7034206,,JJCooley
11/5/2024,Pennsylvania,PA,Oliver,libertarian,0.4736568704413831,33318,7034206,,JJCooley
11/5/2024,Pennsylvania,PA,Trump,republican,50.372536715586655,3543308,7034206,,JJCooley
11/5/2024,Rhode Island,RI,Harris,democratic,55.544171442150734,285156,513386,,JJCooley
11/5/2024,Rhode Island,RI,Stein,green,0.5648771100107911,2900,513386,,JJCooley
11/5/2024,Rhode Island,RI,Kennedy,independent,0.982691386208428,5045,513386,,JJCooley
11/5/2024,Rhode Island,RI,Oliver,libertarian,0.3149676851336032,1617,513386,,JJCooley
11/5/2024,Rhode Island,RI,Trump,republican,41.76311780999092,214406,513386,,JJCooley
11/5/2024,South Carolina,SC,Harris,democratic,40.36089068889465,1028452,2548140,,JJCooley
11/5/2024,South Carolina,SC,Stein,green,0.31854607674617563,8117,2548140,,JJCooley
11/5/2024,South Carolina,SC,West,independent,0.264663637005816,6744,2548140,,JJCooley
11/5/2024,South Carolina,SC,Oliver,libertarian,0.4971861828627941,12669,2548140,,JJCooley
11/5/2024,South Carolina,SC,Trump,republican,58.22862951015251,1483747,2548140,,JJCooley
11/5/2024,South Dakota,SD,Harris,democratic,34.23909242239848,146859,428922,,JJCooley
11/5/2024,South Dakota,SD,Kennedy,independent,1.6795594537002065,7204,428922,,JJCooley
11/5/2024,South Dakota,SD,Oliver,libertarian,0.6476702057716788,2778,428922,,JJCooley
11/5/2024,South Dakota,SD,Trump,republican,63.43367791812964,272081,428922,,JJCooley
11/5/2024,Tennessee,TN,Harris,democratic,34.47405336001791,1056265,3063942,,JJCooley
11/5/2024,Tennessee,TN,Stein,green,0.2926621979136681,8967,3063942,,JJCooley
11/5/2024,Tennessee,TN,Kennedy,independent,0.7028527302409772,21535,3063942,,JJCooley
11/5/2024,Tennessee,TN,Trump,republican,64.19393709149847,1966865,3063942,,JJCooley
11/5/2024,Texas,TX,Harris,democratic,42.456654743124616,4835250,11388674,,JJCooley
11/5/2024,Texas,TX,Stein,green,0.7261688235171189,82701,11388674,,JJCooley
11/5/2024,Texas,TX,Oliver,libertarian,0.6019752606844309,68557,11388674,,JJCooley
11/5/2024,Texas,TX,Trump,republican,56.1399597529967,6393597,11388674,,JJCooley
11/5/2024,Utah,UT,Harris,democratic,37.79430753499846,562566,1488494,,JJCooley
11/5/2024,Utah,UT,Stein,green,0.5523703824133654,8222,1488494,,JJCooley
11/5/2024,Utah,UT,West,independent,0.14773321222658606,2199,1488494,,JJCooley
11/5/2024,Utah,UT,Oliver,libertarian,1.1355101196242645,16902,1488494,,JJCooley
11/5/2024,Utah,UT,Trump,republican,59.376658555560184,883818,1488494,,JJCooley
11/5/2024,Virginia,VA,Harris,democratic,51.82386736091495,2333778,4503288,,JJCooley
11/5/2024,Virginia,VA,Stein,green,0.7745451767686189,34880,4503288,,JJCooley
11/5/2024,Virginia,VA,West,independent,0.19929882343745284,8975,4503288,,JJCooley
11/5/2024,Virginia,VA,Oliver,libertarian,0.4397231533936981,19802,4503288,,JJCooley
11/5/2024,Virginia,VA,Trump,republican,46.05739184347081,2074097,4503288,,JJCooley
11/5/2024,Vermont,VT,Harris,democratic,63.82700543010432,235791,369422,,JJCooley
11/5/2024,Vermont,VT,West,independent,0.41930366897477683,1549,369422,,JJCooley
11/5/2024,Vermont,VT,Kennedy,independent,1.5984429730768608,5905,369422,,JJCooley
11/5/2024,Vermont,VT,Oliver,libertarian,0.494827054154869,1828,369422,,JJCooley
11/5/2024,Vermont,VT,Trump,republican,32.319407073753055,119395,369422,,JJCooley
11/5/2024,Washington,WA,Harris,democratic,57.230091393376306,2245849,3924245,,JJCooley
11/5/2024,Washington,WA,Stein,green,0.7582095409435445,29754,3924245,,JJCooley
11/5/2024,Washington,WA,West,independent,0.1848508439202955,7254,3924245,,JJCooley
11/5/2024,Washington,WA,Kennedy,independent,1.3981797772565168,54868,3924245,,JJCooley
11/5/2024,Washington,WA,Oliver,libertarian,0.41862829665324164,16428,3924245,,JJCooley
11/5/2024,Washington,WA,Trump,republican,39.01191184546327,1530923,3924245,,JJCooley
11/5/2024,Wisconsin,WI,Harris,democratic,48.73704248830968,1668229,3422918,,JJCooley
11/5/2024,Wisconsin,WI,Stein,green,0.35861215489240467,12275,3422918,,JJCooley
11/5/2024,Wisconsin,WI,West,independent,0.08042845315020693,2753,3422918,,JJCooley
11/5/2024,Wisconsin,WI,Kennedy,independent,0.5182712527732186,17740,3422918,,JJCooley
11/5/2024,Wisconsin,WI,Oliver,libertarian,0.3070771780101072,10511,3422918,,JJCooley
11/5/2024,Wisconsin,WI,Trump,republican,49.5958711251628,1697626,3422918,,JJCooley
11/5/2024,West Virginia,WV,Harris,democratic,28.096517908647545,214309,762760,,JJCooley
11/5/2024,West Virginia,WV,Stein,green,0.3318212806125125,2531,762760,,JJCooley
11/5/2024,West Virginia,WV,Kennedy,independent,1.172977083224081,8947,762760,,JJCooley
11/5/2024,West Virginia,WV,Oliver,libertarian,0.39947034453825575,3047,762760,,JJCooley
11/5/2024,West Virginia,WV,Trump,republican,69.95070533326341,533556,762760,,JJCooley
11/5/2024,Wyoming,WY,Harris,democratic,25.84185721506943,69527,269048,,JJCooley
11/5/2024,Wyoming,WY,Oliver,libertarian,1.5584579703249979,4193,269048,,JJCooley
11/5/2024,Wyoming,WY,Trump,republican,71.59800481698433,192633,269048,,JJCooley
11/5/2024,National Popular Vote,NPV,Harris,democratic,48.3270771656,75017613,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Stein,green,0.504107652,782521,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Sonski,independent,0.0004522352393,702,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Terry,independent,0.000523098311,812,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,None,independent,0.0126426162,19625,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,West,independent,0.0463122384,71890,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Kennedy,independent,0.4872757399,756393,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Oliver,libertarian,0.4131175354,641278,155238302,,JJCooley
11/5/2024,National Popular Vote,NPV,Trump,republican,49.7990751686,77302580,155238302,,JJCooley
